# Epoch	Train_Loss	Val_Loss	Train_Phys	Val_Phys
3.000000e+01	4.979893e-02	6.049253e-02	2.516896e-02	2.823265e-02
3.100000e+01	4.895481e-02	6.311195e-02	2.429978e-02	3.157261e-02
3.200000e+01	5.099087e-02	5.945972e-02	2.444330e-02	2.927415e-02
3.300000e+01	4.889165e-02	6.191810e-02	2.421070e-02	2.681790e-02
3.400000e+01	4.738971e-02	5.842678e-02	2.324830e-02	2.571891e-02
3.500000e+01	4.629236e-02	5.905074e-02	2.238750e-02	2.685657e-02
3.600000e+01	4.675160e-02	6.062398e-02	2.190973e-02	2.474274e-02
3.700000e+01	4.758875e-02	5.845826e-02	2.163803e-02	2.430483e-02
3.800000e+01	4.668452e-02	5.794024e-02	2.104109e-02	2.385743e-02
3.900000e+01	4.678221e-02	5.889743e-02	2.032898e-02	2.384213e-02
4.000000e+01	4.677755e-02	5.731661e-02	2.015951e-02	2.297786e-02
4.100000e+01	4.661069e-02	6.377828e-02	2.018847e-02	2.231415e-02
4.200000e+01	4.834859e-02	5.945765e-02	1.957259e-02	2.195611e-02
4.300000e+01	4.768213e-02	5.918597e-02	1.909490e-02	2.199693e-02
4.400000e+01	4.735995e-02	5.730836e-02	1.843226e-02	2.157036e-02
4.500000e+01	4.651835e-02	5.772156e-02	1.851641e-02	2.097118e-02
4.600000e+01	4.648801e-02	5.755613e-02	1.825745e-02	2.130376e-02
4.700000e+01	4.602591e-02	5.990162e-02	1.840506e-02	2.034955e-02
4.800000e+01	4.745306e-02	5.704251e-02	1.831833e-02	2.094209e-02
4.900000e+01	4.634200e-02	5.803163e-02	1.832387e-02	1.946200e-02
5.000000e+01	4.745611e-02	6.145214e-02	1.786532e-02	1.835315e-02
5.100000e+01	4.711230e-02	5.676232e-02	1.709163e-02	1.913860e-02
5.200000e+01	4.694688e-02	5.965597e-02	1.675486e-02	1.869390e-02
5.300000e+01	4.855807e-02	6.047171e-02	1.661540e-02	1.722717e-02
5.400000e+01	5.123998e-02	6.199193e-02	1.644306e-02	1.673089e-02
5.500000e+01	4.887668e-02	5.928908e-02	1.627817e-02	1.727629e-02
5.600000e+01	4.762218e-02	5.717542e-02	1.578258e-02	1.843845e-02
5.700000e+01	4.577980e-02	5.948575e-02	1.557484e-02	1.659363e-02
5.800000e+01	4.748255e-02	6.270328e-02	1.559902e-02	1.567065e-02
5.900000e+01	4.782087e-02	5.861942e-02	1.515879e-02	1.682652e-02
6.000000e+01	4.753956e-02	5.763903e-02	1.516066e-02	1.836688e-02
6.100000e+01	4.848742e-02	5.895567e-02	1.556078e-02	1.687338e-02
6.200000e+01	4.899307e-02	5.829172e-02	1.534513e-02	1.689265e-02
6.300000e+01	4.739989e-02	5.796785e-02	1.505636e-02	1.844650e-02
6.400000e+01	4.706116e-02	5.748877e-02	1.508659e-02	1.754557e-02
6.500000e+01	4.639309e-02	5.692138e-02	1.501781e-02	1.733940e-02
6.600000e+01	4.600411e-02	5.867298e-02	1.520311e-02	1.601443e-02
6.700000e+01	4.667331e-02	5.746942e-02	1.496686e-02	1.645481e-02
6.800000e+01	4.664125e-02	5.693010e-02	1.498387e-02	1.719133e-02
6.900000e+01	4.550213e-02	5.761413e-02	1.484599e-02	1.725402e-02
7.000000e+01	4.667868e-02	5.645455e-02	1.480069e-02	1.659102e-02
7.100000e+01	4.643897e-02	5.958341e-02	1.470954e-02	1.554077e-02
7.200000e+01	4.602211e-02	5.684252e-02	1.459503e-02	1.629367e-02
7.300000e+01	4.579484e-02	5.650751e-02	1.437956e-02	1.614449e-02
7.400000e+01	4.550450e-02	6.113080e-02	1.440574e-02	1.527886e-02
7.500000e+01	4.869898e-02	5.922896e-02	1.421775e-02	1.482572e-02
7.600000e+01	4.634863e-02	5.670410e-02	1.412059e-02	1.638455e-02
7.700000e+01	4.628874e-02	5.673073e-02	1.429348e-02	1.670288e-02
7.800000e+01	4.748478e-02	5.879475e-02	1.447659e-02	1.772434e-02
7.900000e+01	4.783834e-02	5.894671e-02	1.452679e-02	1.699046e-02
8.000000e+01	4.597625e-02	5.707560e-02	1.431483e-02	1.644541e-02
8.100000e+01	4.898035e-02	5.994537e-02	1.412314e-02	1.707987e-02
8.200000e+01	4.784005e-02	5.716253e-02	1.396937e-02	1.666251e-02
8.300000e+01	4.665130e-02	5.768478e-02	1.403360e-02	1.643797e-02
8.400000e+01	4.609203e-02	5.670655e-02	1.434679e-02	1.552058e-02
8.500000e+01	4.615880e-02	5.854123e-02	1.399123e-02	1.505554e-02
8.600000e+01	4.628112e-02	5.676739e-02	1.393658e-02	1.554035e-02
8.700000e+01	4.575258e-02	5.804756e-02	1.376729e-02	1.650413e-02
8.800000e+01	4.679744e-02	5.733750e-02	1.388246e-02	1.597092e-02
8.900000e+01	4.623258e-02	5.820589e-02	1.370101e-02	1.459644e-02
9.000000e+01	4.655053e-02	5.919535e-02	1.353794e-02	1.408932e-02
9.100000e+01	4.862401e-02	5.717836e-02	1.316490e-02	1.536542e-02
9.200000e+01	4.716533e-02	5.921787e-02	1.361722e-02	1.526316e-02
9.300000e+01	4.707783e-02	5.828002e-02	1.353754e-02	1.436122e-02
9.400000e+01	4.680045e-02	5.765971e-02	1.329810e-02	1.409801e-02
9.500000e+01	4.907343e-02	5.719853e-02	1.302862e-02	1.457075e-02
9.600000e+01	4.821944e-02	5.827360e-02	1.282068e-02	1.572921e-02
9.700000e+01	4.736066e-02	5.770991e-02	1.299504e-02	1.501638e-02
9.800000e+01	4.615732e-02	5.749970e-02	1.302032e-02	1.442909e-02
9.900000e+01	4.637076e-02	5.751109e-02	1.305296e-02	1.444353e-02
1.000000e+02	4.611092e-02	5.748962e-02	1.319320e-02	1.528072e-02
1.010000e+02	4.682327e-02	5.838567e-02	1.323378e-02	1.564538e-02
1.020000e+02	4.680502e-02	5.610523e-02	1.309723e-02	1.479338e-02
1.030000e+02	4.550948e-02	5.778453e-02	1.284907e-02	1.524867e-02
1.040000e+02	4.615144e-02	5.643916e-02	1.294526e-02	1.448145e-02
1.050000e+02	4.574527e-02	5.649236e-02	1.280923e-02	1.414640e-02
1.060000e+02	4.848231e-02	6.030537e-02	1.272759e-02	1.510803e-02
1.070000e+02	4.671104e-02	5.665685e-02	1.256811e-02	1.379545e-02
1.080000e+02	4.602841e-02	5.721807e-02	1.266857e-02	1.366193e-02
1.090000e+02	4.689200e-02	5.641516e-02	1.264041e-02	1.461645e-02
1.100000e+02	4.637653e-02	6.085104e-02	1.243913e-02	1.558004e-02
1.110000e+02	4.838307e-02	5.740546e-02	1.271986e-02	1.476259e-02
1.120000e+02	4.781581e-02	5.989789e-02	1.256687e-02	1.449440e-02
1.130000e+02	4.714840e-02	5.700023e-02	1.269299e-02	1.445004e-02
1.140000e+02	4.645110e-02	6.109261e-02	1.255807e-02	1.604397e-02
1.150000e+02	4.705321e-02	6.285856e-02	1.274993e-02	1.617375e-02
1.160000e+02	4.762042e-02	5.780802e-02	1.299406e-02	1.518699e-02
1.170000e+02	4.547325e-02	5.775618e-02	1.305518e-02	1.368134e-02
1.180000e+02	4.656957e-02	5.890711e-02	1.272176e-02	1.369392e-02
1.190000e+02	4.655624e-02	5.640259e-02	1.270265e-02	1.392724e-02
1.200000e+02	4.623012e-02	5.916286e-02	1.276275e-02	1.374772e-02
1.210000e+02	4.803371e-02	5.715194e-02	1.231477e-02	1.436363e-02
1.220000e+02	4.581348e-02	5.727510e-02	1.262506e-02	1.367336e-02
1.230000e+02	4.589506e-02	5.648316e-02	1.252797e-02	1.379651e-02
1.240000e+02	4.769874e-02	5.810055e-02	1.262171e-02	1.353887e-02
1.250000e+02	4.692959e-02	5.618192e-02	1.238815e-02	1.447898e-02
1.260000e+02	4.668737e-02	5.720002e-02	1.264250e-02	1.342089e-02
1.270000e+02	4.619224e-02	5.709086e-02	1.255139e-02	1.378282e-02
1.280000e+02	4.611020e-02	6.066156e-02	1.281455e-02	1.280667e-02
1.290000e+02	4.790280e-02	6.626073e-02	1.258647e-02	1.282957e-02
1.300000e+02	4.985851e-02	6.471893e-02	1.279273e-02	1.293642e-02
1.310000e+02	4.844581e-02	5.691759e-02	1.253134e-02	1.396772e-02
1.320000e+02	4.622435e-02	5.723792e-02	1.249393e-02	1.421267e-02
1.330000e+02	4.555876e-02	5.897941e-02	1.280030e-02	1.381043e-02
1.340000e+02	4.609392e-02	5.738087e-02	1.291268e-02	1.359884e-02
1.350000e+02	4.588369e-02	5.705255e-02	1.272301e-02	1.370159e-02
1.360000e+02	4.701618e-02	5.928981e-02	1.270336e-02	1.322376e-02
1.370000e+02	4.695787e-02	5.714632e-02	1.279029e-02	1.428796e-02
1.380000e+02	4.739821e-02	5.626472e-02	1.271665e-02	1.391157e-02
1.390000e+02	4.644996e-02	5.605136e-02	1.261333e-02	1.439988e-02
1.400000e+02	4.660113e-02	5.797408e-02	1.277731e-02	1.380516e-02
1.410000e+02	4.708421e-02	5.812692e-02	1.265702e-02	1.400277e-02
1.420000e+02	4.659199e-02	6.517343e-02	1.285042e-02	1.289658e-02
1.430000e+02	4.789652e-02	6.210925e-02	1.271402e-02	1.335479e-02
1.440000e+02	4.857679e-02	6.227357e-02	1.284320e-02	1.303831e-02
1.450000e+02	4.707606e-02	5.725467e-02	1.284393e-02	1.397523e-02
1.460000e+02	4.567345e-02	5.748117e-02	1.287906e-02	1.565608e-02
1.470000e+02	4.593358e-02	5.918006e-02	1.298216e-02	1.559621e-02
1.480000e+02	4.794138e-02	5.819168e-02	1.332696e-02	1.407950e-02
1.490000e+02	4.634374e-02	5.676720e-02	1.298555e-02	1.500239e-02
1.500000e+02	4.645465e-02	5.587929e-02	1.303645e-02	1.462939e-02
1.510000e+02	4.578535e-02	5.680532e-02	1.324519e-02	1.417796e-02
1.520000e+02	4.585689e-02	5.827143e-02	1.298569e-02	1.350242e-02
1.530000e+02	4.711420e-02	5.750954e-02	1.274521e-02	1.357969e-02
1.540000e+02	4.765526e-02	5.886095e-02	1.283092e-02	1.393420e-02
1.550000e+02	4.624709e-02	5.685106e-02	1.273900e-02	1.343475e-02
1.560000e+02	4.539758e-02	5.580518e-02	1.237912e-02	1.396603e-02
1.570000e+02	4.507905e-02	5.890632e-02	1.245883e-02	1.265417e-02
1.580000e+02	4.628990e-02	5.586083e-02	1.213973e-02	1.357430e-02
1.590000e+02	4.561798e-02	5.795246e-02	1.238226e-02	1.350972e-02
1.600000e+02	4.571586e-02	5.823877e-02	1.221173e-02	1.440172e-02
1.610000e+02	4.604908e-02	5.631786e-02	1.246621e-02	1.410225e-02
1.620000e+02	4.527465e-02	5.662964e-02	1.262485e-02	1.371762e-02
1.630000e+02	4.591710e-02	5.593124e-02	1.274707e-02	1.436738e-02
1.640000e+02	4.600770e-02	5.702128e-02	1.274242e-02	1.480012e-02
1.650000e+02	4.687790e-02	5.649674e-02	1.258171e-02	1.410232e-02
1.660000e+02	4.832338e-02	5.746131e-02	1.256862e-02	1.433116e-02
1.670000e+02	4.650158e-02	5.840311e-02	1.259986e-02	1.506419e-02
1.680000e+02	4.637482e-02	5.814428e-02	1.276004e-02	1.353291e-02
1.690000e+02	4.563580e-02	5.826304e-02	1.270868e-02	1.410938e-02
1.700000e+02	4.888144e-02	5.622783e-02	1.273579e-02	1.474456e-02
1.710000e+02	4.738165e-02	5.829204e-02	1.272479e-02	1.460999e-02
1.720000e+02	4.612601e-02	5.627457e-02	1.281159e-02	1.435824e-02
1.730000e+02	4.553613e-02	5.702811e-02	1.281448e-02	1.455862e-02
1.740000e+02	4.632343e-02	5.802280e-02	1.266778e-02	1.564177e-02
1.750000e+02	4.702073e-02	6.001533e-02	1.281901e-02	1.609114e-02
1.760000e+02	4.652496e-02	5.664614e-02	1.278268e-02	1.406958e-02
1.770000e+02	4.773635e-02	5.677978e-02	1.266156e-02	1.357321e-02
1.780000e+02	4.584874e-02	5.684987e-02	1.242856e-02	1.350881e-02
1.790000e+02	4.698465e-02	5.658208e-02	1.236323e-02	1.439522e-02
1.800000e+02	4.648620e-02	5.920094e-02	1.224615e-02	1.526334e-02
1.810000e+02	4.827952e-02	5.659107e-02	1.254254e-02	1.471776e-02
1.820000e+02	4.602555e-02	5.619133e-02	1.264107e-02	1.468452e-02
1.830000e+02	4.551113e-02	5.615838e-02	1.252005e-02	1.404157e-02
1.840000e+02	4.570541e-02	5.627474e-02	1.237659e-02	1.310076e-02
1.850000e+02	4.555395e-02	5.689587e-02	1.197170e-02	1.295283e-02
1.860000e+02	4.645960e-02	5.688062e-02	1.179356e-02	1.311673e-02
1.870000e+02	4.571517e-02	5.824944e-02	1.178793e-02	1.260695e-02
1.880000e+02	4.718402e-02	5.669269e-02	1.166516e-02	1.271996e-02
1.890000e+02	4.642149e-02	5.670592e-02	1.174254e-02	1.262243e-02
1.900000e+02	4.568057e-02	5.914724e-02	1.200992e-02	1.224544e-02
1.910000e+02	4.621044e-02	5.590472e-02	1.201287e-02	1.321401e-02
1.920000e+02	4.516568e-02	5.617889e-02	1.204013e-02	1.403555e-02
1.930000e+02	4.593205e-02	5.617207e-02	1.234818e-02	1.309718e-02
1.940000e+02	4.532328e-02	5.682264e-02	1.188076e-02	1.320900e-02
1.950000e+02	4.611320e-02	5.751627e-02	1.187666e-02	1.329979e-02
1.960000e+02	4.685171e-02	5.685131e-02	1.193415e-02	1.275785e-02
1.970000e+02	4.697467e-02	5.562853e-02	1.193306e-02	1.346676e-02
1.980000e+02	4.606282e-02	5.627314e-02	1.179925e-02	1.380417e-02
1.990000e+02	4.661759e-02	5.646523e-02	1.172972e-02	1.315824e-02
2.000000e+02	4.783819e-02	5.663545e-02	1.172188e-02	1.401074e-02
2.010000e+02	4.866535e-02	5.628188e-02	1.213745e-02	1.338153e-02
2.020000e+02	4.617198e-02	5.598635e-02	1.209425e-02	1.345401e-02
2.030000e+02	4.551023e-02	5.751725e-02	1.215037e-02	1.280774e-02
2.040000e+02	4.537433e-02	5.603689e-02	1.207646e-02	1.353303e-02
2.050000e+02	4.596604e-02	5.708613e-02	1.211648e-02	1.419878e-02
2.060000e+02	4.723605e-02	5.774634e-02	1.227503e-02	1.462159e-02
2.070000e+02	4.608846e-02	5.615554e-02	1.235255e-02	1.394985e-02
2.080000e+02	4.565953e-02	5.686139e-02	1.247129e-02	1.323564e-02
2.090000e+02	4.574997e-02	5.804506e-02	1.227666e-02	1.402123e-02
2.100000e+02	4.663408e-02	5.579221e-02	1.242660e-02	1.374596e-02
2.110000e+02	4.560221e-02	5.750853e-02	1.220777e-02	1.369815e-02
2.120000e+02	4.632969e-02	5.693074e-02	1.227692e-02	1.423983e-02
2.130000e+02	4.730675e-02	5.656302e-02	1.245408e-02	1.371275e-02
2.140000e+02	4.710258e-02	5.662327e-02	1.250044e-02	1.362914e-02
2.150000e+02	4.539492e-02	5.572844e-02	1.250111e-02	1.417111e-02
2.160000e+02	4.566406e-02	5.651396e-02	1.275946e-02	1.370735e-02
2.170000e+02	4.638751e-02	5.986164e-02	1.274001e-02	1.493986e-02
2.180000e+02	4.796593e-02	5.724895e-02	1.279813e-02	1.493094e-02
2.190000e+02	4.781205e-02	5.732633e-02	1.264090e-02	1.390626e-02
2.200000e+02	4.591819e-02	5.667178e-02	1.260491e-02	1.368334e-02
2.210000e+02	4.544754e-02	5.999580e-02	1.248634e-02	1.559685e-02
2.220000e+02	4.689877e-02	5.636142e-02	1.277558e-02	1.421593e-02
2.230000e+02	4.607149e-02	5.819444e-02	1.282576e-02	1.473849e-02
2.240000e+02	4.639353e-02	5.666505e-02	1.306881e-02	1.502846e-02
2.250000e+02	4.502622e-02	5.591428e-02	1.299326e-02	1.417034e-02
2.260000e+02	4.544502e-02	5.715339e-02	1.292104e-02	1.368856e-02
2.270000e+02	4.516381e-02	5.548771e-02	1.276462e-02	1.409375e-02
2.280000e+02	4.476729e-02	5.619840e-02	1.280921e-02	1.383391e-02
2.290000e+02	4.532180e-02	5.588017e-02	1.257502e-02	1.344144e-02
2.300000e+02	4.547843e-02	5.586369e-02	1.242462e-02	1.340615e-02
2.310000e+02	4.555903e-02	5.603899e-02	1.235381e-02	1.414093e-02
2.320000e+02	4.548164e-02	5.613625e-02	1.235113e-02	1.375458e-02
2.330000e+02	4.496504e-02	5.788981e-02	1.218019e-02	1.379844e-02
2.340000e+02	4.563998e-02	5.600789e-02	1.210985e-02	1.367592e-02
2.350000e+02	4.536114e-02	5.716518e-02	1.213665e-02	1.271307e-02
2.360000e+02	4.542530e-02	5.609449e-02	1.206173e-02	1.289566e-02
2.370000e+02	4.522411e-02	5.613573e-02	1.224993e-02	1.419108e-02
2.380000e+02	4.604566e-02	5.757636e-02	1.252346e-02	1.317401e-02
2.390000e+02	4.633400e-02	5.691422e-02	1.246295e-02	1.357535e-02
2.400000e+02	4.566452e-02	5.564748e-02	1.260615e-02	1.391244e-02
2.410000e+02	4.522266e-02	5.753425e-02	1.251531e-02	1.425786e-02
2.420000e+02	4.788881e-02	5.784826e-02	1.251228e-02	1.282375e-02
2.430000e+02	4.686683e-02	5.549970e-02	1.198023e-02	1.320234e-02
2.440000e+02	4.557056e-02	5.737666e-02	1.190210e-02	1.365859e-02
2.450000e+02	4.570400e-02	5.626526e-02	1.214902e-02	1.386255e-02
2.460000e+02	4.671745e-02	5.598341e-02	1.215247e-02	1.277978e-02
2.470000e+02	4.509749e-02	5.661101e-02	1.178264e-02	1.291875e-02
2.480000e+02	4.505713e-02	5.719906e-02	1.177027e-02	1.279561e-02
2.490000e+02	4.522936e-02	5.536779e-02	1.187554e-02	1.306306e-02
2.500000e+02	4.546419e-02	5.752553e-02	1.189141e-02	1.322034e-02
2.510000e+02	4.542756e-02	6.228940e-02	1.173477e-02	1.438542e-02
2.520000e+02	4.768904e-02	5.717019e-02	1.207189e-02	1.343743e-02
2.530000e+02	4.663742e-02	5.951102e-02	1.220536e-02	1.498758e-02
2.540000e+02	4.745584e-02	5.775909e-02	1.219098e-02	1.418622e-02
2.550000e+02	4.693877e-02	5.798986e-02	1.194211e-02	1.300094e-02
2.560000e+02	4.750025e-02	5.961222e-02	1.212205e-02	1.265482e-02
2.570000e+02	4.587230e-02	5.678521e-02	1.211719e-02	1.318357e-02
2.580000e+02	4.541162e-02	5.734818e-02	1.226947e-02	1.271659e-02
2.590000e+02	4.680921e-02	5.756665e-02	1.225383e-02	1.286023e-02
2.600000e+02	4.653432e-02	5.698028e-02	1.233702e-02	1.286512e-02
2.610000e+02	4.527942e-02	5.677900e-02	1.220600e-02	1.357084e-02
2.620000e+02	4.613049e-02	5.557038e-02	1.214193e-02	1.294003e-02
2.630000e+02	4.647726e-02	5.720275e-02	1.202148e-02	1.219206e-02
2.640000e+02	4.674575e-02	5.685882e-02	1.178658e-02	1.236014e-02
2.650000e+02	4.532229e-02	5.538844e-02	1.170121e-02	1.286850e-02
2.660000e+02	4.484013e-02	5.599026e-02	1.174352e-02	1.281472e-02
2.670000e+02	4.492304e-02	5.726531e-02	1.165583e-02	1.286728e-02
2.680000e+02	4.606000e-02	5.977033e-02	1.170352e-02	1.430100e-02
2.690000e+02	4.715620e-02	5.767973e-02	1.187995e-02	1.400869e-02
2.700000e+02	4.723029e-02	5.833754e-02	1.193121e-02	1.323576e-02
2.710000e+02	4.670842e-02	5.717509e-02	1.164334e-02	1.238544e-02
2.720000e+02	4.640269e-02	5.615065e-02	1.175459e-02	1.228756e-02
2.730000e+02	4.707792e-02	5.967509e-02	1.169921e-02	1.150475e-02
2.740000e+02	4.769594e-02	5.948679e-02	1.166154e-02	1.167132e-02
2.750000e+02	4.789433e-02	6.762753e-02	1.159574e-02	1.182256e-02
2.760000e+02	5.091653e-02	6.119518e-02	1.140247e-02	1.264979e-02
2.770000e+02	4.741282e-02	5.734922e-02	1.128900e-02	1.238895e-02
2.780000e+02	4.586924e-02	5.591769e-02	1.122589e-02	1.217964e-02
2.790000e+02	4.491064e-02	5.593539e-02	1.139720e-02	1.214925e-02
2.800000e+02	4.508478e-02	5.570960e-02	1.152795e-02	1.269913e-02
2.810000e+02	4.540071e-02	5.732264e-02	1.172155e-02	1.363884e-02
2.820000e+02	4.619694e-02	5.570579e-02	1.202479e-02	1.314942e-02
2.830000e+02	4.537158e-02	5.653433e-02	1.207450e-02	1.314329e-02
2.840000e+02	4.665908e-02	5.671203e-02	1.216567e-02	1.331896e-02
2.850000e+02	4.595731e-02	5.550764e-02	1.216134e-02	1.310497e-02
2.860000e+02	4.532787e-02	5.622577e-02	1.210076e-02	1.272713e-02
2.870000e+02	4.556038e-02	5.721497e-02	1.217387e-02	1.241993e-02
2.880000e+02	4.543471e-02	5.681914e-02	1.202102e-02	1.280545e-02
2.890000e+02	4.623460e-02	5.651812e-02	1.182396e-02	1.205023e-02
2.900000e+02	4.557415e-02	5.998248e-02	1.189473e-02	1.166904e-02
2.910000e+02	4.650081e-02	5.781270e-02	1.200119e-02	1.199227e-02
2.920000e+02	4.710945e-02	5.819042e-02	1.191629e-02	1.221632e-02
2.930000e+02	4.622540e-02	5.567323e-02	1.206524e-02	1.317646e-02
2.940000e+02	4.609115e-02	5.531342e-02	1.226018e-02	1.355752e-02
2.950000e+02	4.539270e-02	5.574131e-02	1.248916e-02	1.415501e-02
2.960000e+02	4.616130e-02	5.547561e-02	1.270158e-02	1.414789e-02
2.970000e+02	4.588872e-02	5.675908e-02	1.266749e-02	1.353307e-02
2.980000e+02	4.560805e-02	5.566477e-02	1.264987e-02	1.340458e-02
2.990000e+02	4.546897e-02	5.671781e-02	1.247810e-02	1.362814e-02
3.000000e+02	4.547376e-02	5.547919e-02	1.250352e-02	1.314426e-02
3.010000e+02	4.497506e-02	5.597783e-02	1.241919e-02	1.284013e-02
3.020000e+02	4.574708e-02	5.681174e-02	1.233781e-02	1.300826e-02
3.030000e+02	4.651325e-02	5.684829e-02	1.254330e-02	1.283027e-02
3.040000e+02	4.623435e-02	5.768906e-02	1.233523e-02	1.247354e-02
3.050000e+02	4.739414e-02	5.705356e-02	1.249785e-02	1.379632e-02
3.060000e+02	4.815886e-02	6.072539e-02	1.257274e-02	1.443500e-02
3.070000e+02	4.754026e-02	5.955672e-02	1.244029e-02	1.447686e-02
3.080000e+02	4.645135e-02	5.562042e-02	1.250580e-02	1.350390e-02
3.090000e+02	4.538272e-02	5.610729e-02	1.246593e-02	1.420261e-02
3.100000e+02	4.544130e-02	5.694369e-02	1.243773e-02	1.387972e-02
3.110000e+02	4.696284e-02	5.715934e-02	1.245595e-02	1.423995e-02
3.120000e+02	4.572488e-02	5.773987e-02	1.267475e-02	1.444025e-02
3.130000e+02	4.648779e-02	5.739142e-02	1.307170e-02	1.537850e-02
3.140000e+02	4.590617e-02	5.704606e-02	1.318482e-02	1.467818e-02
3.150000e+02	4.548839e-02	5.622520e-02	1.283284e-02	1.425743e-02
3.160000e+02	4.625340e-02	5.675557e-02	1.278240e-02	1.365294e-02
3.170000e+02	4.610160e-02	5.786929e-02	1.241867e-02	1.327992e-02
3.180000e+02	4.523548e-02	5.617451e-02	1.251061e-02	1.308523e-02
3.190000e+02	4.582431e-02	5.728519e-02	1.238634e-02	1.387959e-02
3.200000e+02	4.722436e-02	5.794233e-02	1.245156e-02	1.408353e-02
3.210000e+02	4.666529e-02	5.658991e-02	1.241412e-02	1.402014e-02
3.220000e+02	4.594927e-02	5.572470e-02	1.262916e-02	1.323521e-02
3.230000e+02	4.520778e-02	5.564687e-02	1.265842e-02	1.321400e-02
3.240000e+02	4.504432e-02	5.598650e-02	1.236131e-02	1.246117e-02
3.250000e+02	4.502765e-02	5.580494e-02	1.192460e-02	1.231143e-02
3.260000e+02	4.470362e-02	5.538346e-02	1.198155e-02	1.294573e-02
3.270000e+02	4.546715e-02	5.656140e-02	1.221217e-02	1.356196e-02
3.280000e+02	4.529607e-02	5.674183e-02	1.238744e-02	1.394775e-02
3.290000e+02	4.621986e-02	5.582269e-02	1.248852e-02	1.351057e-02
3.300000e+02	4.501476e-02	5.546526e-02	1.227622e-02	1.300809e-02
3.310000e+02	4.471890e-02	5.521762e-02	1.225745e-02	1.292143e-02
3.320000e+02	4.484601e-02	5.571605e-02	1.222768e-02	1.250948e-02
3.330000e+02	4.541059e-02	5.612623e-02	1.196344e-02	1.343231e-02
3.340000e+02	4.653591e-02	5.679902e-02	1.225733e-02	1.305654e-02
3.350000e+02	4.564394e-02	5.685217e-02	1.220372e-02	1.311827e-02
3.360000e+02	4.731046e-02	5.850928e-02	1.231922e-02	1.452462e-02
3.370000e+02	4.752700e-02	5.537321e-02	1.269666e-02	1.348539e-02
3.380000e+02	4.699871e-02	5.954961e-02	1.267369e-02	1.208570e-02
3.390000e+02	4.747734e-02	5.976440e-02	1.262168e-02	1.217390e-02
3.400000e+02	4.796998e-02	5.877748e-02	1.271759e-02	1.341027e-02
3.410000e+02	4.675451e-02	5.778309e-02	1.288428e-02	1.414797e-02
3.420000e+02	4.580583e-02	5.721447e-02	1.287051e-02	1.331369e-02
3.430000e+02	4.561543e-02	5.533314e-02	1.260885e-02	1.331749e-02
3.440000e+02	4.626521e-02	5.793300e-02	1.274266e-02	1.264144e-02
3.450000e+02	4.594712e-02	5.568625e-02	1.267254e-02	1.288546e-02
3.460000e+02	4.529289e-02	5.766389e-02	1.264168e-02	1.209498e-02
3.470000e+02	4.529670e-02	5.699027e-02	1.199432e-02	1.308942e-02
3.480000e+02	4.548919e-02	5.545077e-02	1.180359e-02	1.276530e-02
